"Stars","Title","Entry ID","Entry Name","Date Added","Date Modified","PDB TITLE","PDB ID","PDB CRYST1 a","PDB CRYST1 b","PDB CRYST1 c","PDB CRYST1 alpha","PDB CRYST1 beta","PDB CRYST1 gamma","PDB CRYST1 Space Group","PDB CRYST1 z","PDB CLASSIFICATION","PDB DEPOSITION DATE","PDB format version","PDB R","PDB Rfree","PDB RESOLUTION","PDB EXPDTA","PDB EXPDTA TEMPERATURE","PDB EXPDTA PH","PDB REMARK 350 Biomolecule 1 Transform 1 Chains","PDB REMARK 350 Biomolecule 1 Transform 1 Matrix 1","Source Path","Source File","Source File Index","prepared","prepared with version","created disulfur","preprocess pH","het states","Job Name","Potential Energy-S-OPLS","RMS Derivative-S-OPLS","Max Derivative-S-OPLS","Stretch Energy-S-OPLS","Bend Energy-S-OPLS","LJ-14 Energy-S-OPLS","El-14 Energy-S-OPLS","Van der Waals Energy-S-OPLS","Electrostatic Energy-S-OPLS","Dihedral Energy-S-OPLS","target temperature","OPENEYE_ISO_SMILES","OPENEYE_INCHI","OPENEYE_INCHIKEY","FORMULA","chiral flag","version","source file","source file index","mmshare version","input","cmdline","tautomer probability","Ionization Penalty","Ionization Penalty Charging","Ionization Penalty Neutral","State Penalty","Charging Adjusted Penalty","Tot Q","Tot abs Q","flags","Force Field","Energy","Chiralities Consistent","Variant","grid version","gridbox xcent","gridbox ycent","gridbox zcent","gridbox xrange","gridbox yrange","gridbox zrange","gridbox ligxrange","gridbox ligyrange","gridbox ligzrange","grid type","receptor","glide gridfile","glide lignum","glide rotatable bonds","docking score","glide ligand efficiency","glide ligand efficiency sa","glide ligand efficiency ln","glide gscore","glide lipo","glide hbond","glide metal","glide rewards","glide evdw","glide ecoul","glide erotb","glide esite","glide emodel","glide energy","glide einternal","glide confnum","glide posenum","glide eff state penalty","XP GScore","XP HBond","XP PoseRank","Mark","PDB REMARK 350 Biomolecule 2 Transform 1 Chains","PDB REMARK 350 Biomolecule 2 Transform 1 Matrix 1"
,"AQ4 - Erlotinib","75","AQ4_model.1","17 Nov 13:33","17 Nov 13:33","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/glide-dock_XP_AQ4","glide-dock_XP_AQ4_pv.maegz",1,,"",,,"","glide-dock_XP_AQ4",,,,,,,,,,,,"COCCOc1cc2c(cc1OCCOC)ncnc2Nc3cccc(c3)C#C","InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)","AAKJLRGGTJKAMG-UHFFFAOYSA-N","C22H23N3O4",false,0,"ligprep_AQ4.maegz",1,63125,"W0NIXSNDYzFbY0hdYyhbY0hdW2NIXVtjSF0xKVtOSF1jMm5bY0hdbmMoYzIzKVtjSF1jKE9bQ0gyXVtDSDJdT1tDSDNdKWMoW2NIXTMpT1tDSDJdW0NIMl1PW0NIM10=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0014,0.0000,0.0014,0.0000,0.000,0,0,0,"S-OPLS",38.203,true,"AQ4 - Erlotinib-1",,,,,,,,,,,"",,"glide-grid_3",1,11,-8.135,-0.281,-0.862,-1.863,-8.135,,,,,-58.259,-3.774,,,-85.481,-62.033,10.517,1,5,0.000,-8.135,-0.953,4,,"",""
,"AQ4 - Erlotinib","76","AQ4_model.1","17 Nov 13:33","17 Nov 14:02","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/glide-dock_XP_AQ4","glide-dock_XP_AQ4_pv.maegz",1,,"",,,"","glide-dock_XP_AQ4",,,,,,,,,,,,"COCCOc1cc2c(cc1OCCOC)ncnc2Nc3cccc(c3)C#C","InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)","AAKJLRGGTJKAMG-UHFFFAOYSA-N","C22H23N3O4",false,0,"ligprep_AQ4.maegz",1,63125,"W0NIXSNDYzFbY0hdYyhbY0hdW2NIXVtjSF0xKVtOSF1jMm5bY0hdbmMoYzIzKVtjSF1jKE9bQ0gyXVtDSDJdT1tDSDNdKWMoW2NIXTMpT1tDSDJdW0NIMl1PW0NIM10=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0014,0.0000,0.0014,0.0000,0.000,0,0,0,"S-OPLS",38.203,true,"AQ4 - Erlotinib-1",,,,,,,,,,,"",,"glide-grid_3",1,11,-7.806,-0.269,-0.827,-1.787,-7.806,,,,,-57.700,-3.590,,,-88.102,-61.289,10.629,1,3,0.000,-7.806,-0.953,5,,"",""
,"0WN","77","0WN_model.1","17 Nov 14:02","17 Nov 14:04","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/Downloads","0WN_model.sdf",1,,"",,,"","",,,,,,,,,,,,"CN(C)CCCC(=O)Nc1cc2c(cc1O[C@H]3CCOC3)ncnc2Nc4ccc(c(c4)Cl)F","InChI=1S/C24H27ClFN5O3/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15/h5-6,10-12,14,16H,3-4,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29)/t16-/m0/s1","JSENTLOBWVHLNR-INIZCTEOSA-N","C24H27ClFN5O3",true,0,"",,,"","",,,,,,,,,,"",,,"",,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",""
,"0WN","78","0WN_model.1","17 Nov 14:04","17 Nov 18:14","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/ligprep_0WN","ligprep_0WN-out.maegz",1,,"",,,"","ligprep_0WN",,,,,,,,,,,,"CN(C)CCCC(=O)Nc1cc2c(cc1O[C@H]3CCOC3)ncnc2Nc4ccc(c(c4)Cl)F","InChI=1S/C24H27ClFN5O3/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15/h5-6,10-12,14,16H,3-4,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29)/t16-/m0/s1","JSENTLOBWVHLNR-INIZCTEOSA-N","C24H27ClFN5O3",true,0,"ligprep_0WN.maegz",1,63125,"Q2xjMWMoRilbY0hdW2NIXWMoW2NIXTEpW05IXWMobltjSF1uMiljKGMyMylbY0hdYyhjKFtjSF0zKU9bQ0BASF00W0NIMl1PW0NIMl1bQ0gyXTQpW05IXUMoPU8pW0NIMl1bQ0gyXVtDSDJdTihbQ0gzXSlbQ0gzXQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0048,0.0030,0.0018,0.0030,0.006,1,1,0,"S-OPLS",51.690,true,"0WN-1",,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",""
,"2RGP - prepared","79","2rgp.1","17 Nov 14:07","17 Nov 14:07","STRUCTURE OF EGFR IN COMPLEX WITH HYDRAZONE, A POTENT DUAL INHIBITOR","2RGP",45.850,68.030,103.860,90.000,90.000,90.000,"P 21 21 21",4,"TRANSFERASE","04-OCT-07","3.30",0.228,0.268,2.000,"X-RAY DIFFRACTION",200.000,9.000,"A","1.000000 0.000000 0.000000   0.000000;0.000000 1.000000 0.000000   0.000000;0.000000 0.000000 1.000000   0.000000","/Users/vishnu/glide-dock_SP_0WN","glide-dock_SP_0WN_pv.maegz",1,,"",,,"","glide-dock_SP_0WN",-7355.846,0.074,2.379,12.507,251.790,454.042,-325.568,-525.103,-7295.682,72.168,298.000,"","","","",,,"",,,"","",,,,,,,,,,"",,,"",100125,16.795,34.517,91.289,27.885,27.885,27.885,10.000,10.000,10.000,"glide",true,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",""
,"0WN","80","0WN_model.1","17 Nov 14:07","17 Nov 14:07","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/glide-dock_SP_0WN","glide-dock_SP_0WN_pv.maegz",1,,"",,,"","glide-dock_SP_0WN",,,,,,,,,,,,"CN(C)CCCC(=O)Nc1cc2c(cc1O[C@H]3CCOC3)ncnc2Nc4ccc(c(c4)Cl)F","InChI=1S/C24H27ClFN5O3/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15/h5-6,10-12,14,16H,3-4,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29)/t16-/m0/s1","JSENTLOBWVHLNR-INIZCTEOSA-N","C24H27ClFN5O3",true,0,"ligprep_0WN.maegz",1,63125,"Q2xjMWMoRilbY0hdW2NIXWMoW2NIXTEpW05IXWMobltjSF1uMiljKGMyMylbY0hdYyhjKFtjSF0zKU9bQ0BASF00W0NIMl1PW0NIMl1bQ0gyXTQpW05IXUMoPU8pW0NIMl1bQ0gyXVtDSDJdTihbQ0gzXSlbQ0gzXQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0048,0.0030,0.0018,0.0030,0.006,1,1,0,"S-OPLS",51.690,true,"0WN-1",,,,,,,,,,,"",,"glide-grid_3",1,10,-8.022,-0.236,-0.764,-1.772,-8.025,-3.852,-0.200,0.000,-0.963,-54.536,-6.318,0.766,-0.100,-88.469,-60.854,12.311,327,11,0.003,,,,,"",""
,"0WN","81","0WN_model.1","17 Nov 14:07","17 Nov 14:07","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/glide-dock_SP_0WN","glide-dock_SP_0WN_pv.maegz",1,,"",,,"","glide-dock_SP_0WN",,,,,,,,,,,,"CN(C)CCCC(=O)Nc1cc2c(cc1O[C@H]3CCOC3)ncnc2Nc4ccc(c(c4)Cl)F","InChI=1S/C24H27ClFN5O3/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15/h5-6,10-12,14,16H,3-4,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29)/t16-/m0/s1","JSENTLOBWVHLNR-INIZCTEOSA-N","C24H27ClFN5O3",true,0,"ligprep_0WN.maegz",1,63125,"Q2xjMWMoRilbY0hdW2NIXWMoW2NIXTEpW05IXWMobltjSF1uMiljKGMyMylbY0hdYyhjKFtjSF0zKU9bQ0BASF00W0NIMl1PW0NIMl1bQ0gyXTQpW05IXUMoPU8pW0NIMl1bQ0gyXVtDSDJdTihbQ0gzXSlbQ0gzXQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0048,0.0030,0.0018,0.0030,0.006,1,1,0,"S-OPLS",51.690,true,"0WN-1",,,,,,,,,,,"",,"glide-grid_3",1,10,-7.465,-0.220,-0.711,-1.649,-7.468,-3.457,-0.344,0.000,-0.917,-57.268,-3.688,0.766,-0.100,-86.875,-60.956,10.983,434,353,0.003,,,,,"",""
,"0WN","82","0WN_model.1","17 Nov 14:07","17 Nov 14:07","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/glide-dock_SP_0WN","glide-dock_SP_0WN_pv.maegz",1,,"",,,"","glide-dock_SP_0WN",,,,,,,,,,,,"CN(C)CCCC(=O)Nc1cc2c(cc1O[C@H]3CCOC3)ncnc2Nc4ccc(c(c4)Cl)F","InChI=1S/C24H27ClFN5O3/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15/h5-6,10-12,14,16H,3-4,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29)/t16-/m0/s1","JSENTLOBWVHLNR-INIZCTEOSA-N","C24H27ClFN5O3",true,0,"ligprep_0WN.maegz",1,63125,"Q2xjMWMoRilbY0hdW2NIXWMoW2NIXTEpW05IXWMobltjSF1uMiljKGMyMylbY0hdYyhjKFtjSF0zKU9bQ0BASF00W0NIMl1PW0NIMl1bQ0gyXTQpW05IXUMoPU8pW0NIMl1bQ0gyXVtDSDJdTihbQ0gzXSlbQ0gzXQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0048,0.0030,0.0018,0.0030,0.006,1,1,0,"S-OPLS",51.690,true,"0WN-1",,,,,,,,,,,"",,"glide-grid_3",1,10,-7.411,-0.218,-0.706,-1.637,-7.414,-3.464,-0.200,0.000,-0.927,-55.755,-4.675,0.766,-0.100,-86.426,-60.430,10.401,434,320,0.003,,,,,"",""
,"0WN","83","0WN_model.1","17 Nov 14:07","17 Nov 14:07","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/glide-dock_SP_0WN","glide-dock_SP_0WN_pv.maegz",1,,"",,,"","glide-dock_SP_0WN",,,,,,,,,,,,"CN(C)CCCC(=O)Nc1cc2c(cc1O[C@H]3CCOC3)ncnc2Nc4ccc(c(c4)Cl)F","InChI=1S/C24H27ClFN5O3/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15/h5-6,10-12,14,16H,3-4,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29)/t16-/m0/s1","JSENTLOBWVHLNR-INIZCTEOSA-N","C24H27ClFN5O3",true,0,"ligprep_0WN.maegz",1,63125,"Q2xjMWMoRilbY0hdW2NIXWMoW2NIXTEpW05IXWMobltjSF1uMiljKGMyMylbY0hdYyhjKFtjSF0zKU9bQ0BASF00W0NIMl1PW0NIMl1bQ0gyXTQpW05IXUMoPU8pW0NIMl1bQ0gyXVtDSDJdTihbQ0gzXSlbQ0gzXQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0048,0.0030,0.0018,0.0030,0.006,1,1,0,"S-OPLS",51.690,true,"0WN-1",,,,,,,,,,,"",,"glide-grid_3",1,10,-7.245,-0.213,-0.690,-1.601,-7.248,-3.471,-0.200,0.000,-0.885,-57.719,-3.146,0.766,-0.100,-86.573,-60.865,9.427,434,382,0.003,,,,,"",""
,"0WN","84","0WN_model.1","17 Nov 14:07","17 Nov 14:07","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/glide-dock_SP_0WN","glide-dock_SP_0WN_pv.maegz",1,,"",,,"","glide-dock_SP_0WN",,,,,,,,,,,,"CN(C)CCCC(=O)Nc1cc2c(cc1O[C@H]3CCOC3)ncnc2Nc4ccc(c(c4)Cl)F","InChI=1S/C24H27ClFN5O3/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15/h5-6,10-12,14,16H,3-4,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29)/t16-/m0/s1","JSENTLOBWVHLNR-INIZCTEOSA-N","C24H27ClFN5O3",true,0,"ligprep_0WN.maegz",1,63125,"Q2xjMWMoRilbY0hdW2NIXWMoW2NIXTEpW05IXWMobltjSF1uMiljKGMyMylbY0hdYyhjKFtjSF0zKU9bQ0BASF00W0NIMl1PW0NIMl1bQ0gyXTQpW05IXUMoPU8pW0NIMl1bQ0gyXVtDSDJdTihbQ0gzXSlbQ0gzXQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0048,0.0030,0.0018,0.0030,0.006,1,1,0,"S-OPLS",51.690,true,"0WN-1",,,,,,,,,,,"",,"glide-grid_3",1,10,-7.108,-0.209,-0.677,-1.570,-7.111,-3.348,-0.200,0.000,-0.880,-54.795,-4.062,0.766,-0.100,-82.631,-58.857,12.273,397,279,0.003,,,,,"",""
,"2RGP - prepared","85","2rgp.1","17 Nov 14:14","17 Nov 18:14","STRUCTURE OF EGFR IN COMPLEX WITH HYDRAZONE, A POTENT DUAL INHIBITOR","2RGP",45.850,68.030,103.860,90.000,90.000,90.000,"P 21 21 21",4,"TRANSFERASE","04-OCT-07","3.30",0.228,0.268,2.000,"X-RAY DIFFRACTION",200.000,9.000,"A","1.000000 0.000000 0.000000   0.000000;0.000000 1.000000 0.000000   0.000000;0.000000 0.000000 1.000000   0.000000","/Users/vishnu/glide-dock_XP_0WN","glide-dock_XP_0WN_pv.maegz",1,,"",,,"","glide-dock_XP_0WN",-7355.846,0.074,2.379,12.507,251.790,454.042,-325.568,-525.103,-7295.682,72.168,298.000,"","","","",,,"",,,"","",,,,,,,,,,"",,,"",100125,16.795,34.517,91.289,27.885,27.885,27.885,10.000,10.000,10.000,"glide",true,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",""
,"0WN","86","0WN_model.1","17 Nov 14:14","17 Nov 17:43","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/glide-dock_XP_0WN","glide-dock_XP_0WN_pv.maegz",1,,"",,,"","glide-dock_XP_0WN",,,,,,,,,,,,"CN(C)CCCC(=O)Nc1cc2c(cc1O[C@H]3CCOC3)ncnc2Nc4ccc(c(c4)Cl)F","InChI=1S/C24H27ClFN5O3/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15/h5-6,10-12,14,16H,3-4,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29)/t16-/m0/s1","JSENTLOBWVHLNR-INIZCTEOSA-N","C24H27ClFN5O3",true,0,"ligprep_0WN.maegz",1,63125,"Q2xjMWMoRilbY0hdW2NIXWMoW2NIXTEpW05IXWMobltjSF1uMiljKGMyMylbY0hdYyhjKFtjSF0zKU9bQ0BASF00W0NIMl1PW0NIMl1bQ0gyXTQpW05IXUMoPU8pW0NIMl1bQ0gyXVtDSDJdTihbQ0gzXSlbQ0gzXQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0048,0.0030,0.0018,0.0030,0.006,1,1,0,"S-OPLS",51.690,true,"0WN-1",,,,,,,,,,,"",,"glide-grid_3",1,10,-9.484,-0.279,-0.904,-2.095,-9.487,,,,,-64.806,-8.875,,,-79.108,-73.681,23.107,1,22,0.003,-9.487,-0.900,1,,"",""
,"0WN","87","0WN_model.1","17 Nov 14:14","17 Nov 17:43","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/glide-dock_XP_0WN","glide-dock_XP_0WN_pv.maegz",1,,"",,,"","glide-dock_XP_0WN",,,,,,,,,,,,"CN(C)CCCC(=O)Nc1cc2c(cc1O[C@H]3CCOC3)ncnc2Nc4ccc(c(c4)Cl)F","InChI=1S/C24H27ClFN5O3/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15/h5-6,10-12,14,16H,3-4,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29)/t16-/m0/s1","JSENTLOBWVHLNR-INIZCTEOSA-N","C24H27ClFN5O3",true,0,"ligprep_0WN.maegz",1,63125,"Q2xjMWMoRilbY0hdW2NIXWMoW2NIXTEpW05IXWMobltjSF1uMiljKGMyMylbY0hdYyhjKFtjSF0zKU9bQ0BASF00W0NIMl1PW0NIMl1bQ0gyXTQpW05IXUMoPU8pW0NIMl1bQ0gyXVtDSDJdTihbQ0gzXSlbQ0gzXQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0048,0.0030,0.0018,0.0030,0.006,1,1,0,"S-OPLS",51.690,true,"0WN-1",,,,,,,,,,,"",,"glide-grid_3",1,10,-7.421,-0.218,-0.707,-1.639,-7.424,,,,,-55.977,-7.281,,,-79.387,-63.258,10.813,1,32,0.003,-7.424,-0.900,2,,"",""
,"0WN","88","0WN_model.1","17 Nov 14:14","17 Nov 15:10","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/glide-dock_XP_0WN","glide-dock_XP_0WN_pv.maegz",1,,"",,,"","glide-dock_XP_0WN",,,,,,,,,,,,"CN(C)CCCC(=O)Nc1cc2c(cc1O[C@H]3CCOC3)ncnc2Nc4ccc(c(c4)Cl)F","InChI=1S/C24H27ClFN5O3/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15/h5-6,10-12,14,16H,3-4,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29)/t16-/m0/s1","JSENTLOBWVHLNR-INIZCTEOSA-N","C24H27ClFN5O3",true,0,"ligprep_0WN.maegz",1,63125,"Q2xjMWMoRilbY0hdW2NIXWMoW2NIXTEpW05IXWMobltjSF1uMiljKGMyMylbY0hdYyhjKFtjSF0zKU9bQ0BASF00W0NIMl1PW0NIMl1bQ0gyXTQpW05IXUMoPU8pW0NIMl1bQ0gyXVtDSDJdTihbQ0gzXSlbQ0gzXQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0048,0.0030,0.0018,0.0030,0.006,1,1,0,"S-OPLS",51.690,true,"0WN-1",,,,,,,,,,,"",,"glide-grid_3",1,10,-6.655,-0.196,-0.634,-1.470,-6.658,,,,,-58.570,-5.512,,,-88.928,-64.082,15.397,1,41,0.003,-6.658,-0.900,3,,"",""
,"0WN","89","0WN_model.1","17 Nov 14:14","17 Nov 15:10","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/glide-dock_XP_0WN","glide-dock_XP_0WN_pv.maegz",1,,"",,,"","glide-dock_XP_0WN",,,,,,,,,,,,"CN(C)CCCC(=O)Nc1cc2c(cc1O[C@H]3CCOC3)ncnc2Nc4ccc(c(c4)Cl)F","InChI=1S/C24H27ClFN5O3/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15/h5-6,10-12,14,16H,3-4,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29)/t16-/m0/s1","JSENTLOBWVHLNR-INIZCTEOSA-N","C24H27ClFN5O3",true,0,"ligprep_0WN.maegz",1,63125,"Q2xjMWMoRilbY0hdW2NIXWMoW2NIXTEpW05IXWMobltjSF1uMiljKGMyMylbY0hdYyhjKFtjSF0zKU9bQ0BASF00W0NIMl1PW0NIMl1bQ0gyXTQpW05IXUMoPU8pW0NIMl1bQ0gyXVtDSDJdTihbQ0gzXSlbQ0gzXQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0048,0.0030,0.0018,0.0030,0.006,1,1,0,"S-OPLS",51.690,true,"0WN-1",,,,,,,,,,,"",,"glide-grid_3",1,10,-6.272,-0.184,-0.598,-1.386,-6.275,,,,,-65.164,-5.173,,,-79.457,-70.337,22.559,1,1,0.003,-6.275,-0.900,4,,"",""
,"0WN","90","0WN_model.1","17 Nov 14:14","17 Nov 15:10","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/glide-dock_XP_0WN","glide-dock_XP_0WN_pv.maegz",1,,"",,,"","glide-dock_XP_0WN",,,,,,,,,,,,"CN(C)CCCC(=O)Nc1cc2c(cc1O[C@H]3CCOC3)ncnc2Nc4ccc(c(c4)Cl)F","InChI=1S/C24H27ClFN5O3/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15/h5-6,10-12,14,16H,3-4,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29)/t16-/m0/s1","JSENTLOBWVHLNR-INIZCTEOSA-N","C24H27ClFN5O3",true,0,"ligprep_0WN.maegz",1,63125,"Q2xjMWMoRilbY0hdW2NIXWMoW2NIXTEpW05IXWMobltjSF1uMiljKGMyMylbY0hdYyhjKFtjSF0zKU9bQ0BASF00W0NIMl1PW0NIMl1bQ0gyXTQpW05IXUMoPU8pW0NIMl1bQ0gyXVtDSDJdTihbQ0gzXSlbQ0gzXQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0048,0.0030,0.0018,0.0030,0.006,1,1,0,"S-OPLS",51.690,true,"0WN-1",,,,,,,,,,,"",,"glide-grid_3",1,10,-6.187,-0.182,-0.590,-1.367,-6.190,,,,,-64.642,-7.895,,,-77.918,-72.538,27.832,1,19,0.003,-6.190,-0.900,5,,"",""
